2.69e-08,0.0039492,16360,90620,9640,5390,1.5989e+05,3000,16080,1.4681e+05,0.058928,-0.088098,-0.085423,-0.085381,-0.084936,-0,3.4871e-06,0,0.00064055,-0.0019589,0.0013105,6.9104e-09,-0.088098,0.00016978,11.821,-75,-0,-0,1,0.0022772,0.02005,2.0902e-05,0.02784,0.0025,-0.010352,-0.0158,0.0432,-0.0469,0.015164,0.0048935,0.01,-0.014316,-98.5,0.0010078,0.014771,0.25,3.8149e-06,-90.644,0.017,0.017,75,-0,-0,1,0.029,0.0022772,0.0049505,1.9002e-06,0.024,0.0025,0.00096904,0.16194,0.014451,6109.4,-41925,0.01,-0.019428,6.1e-08,0.00099796,0.0055278,0.00058804,0.00032879,0.004301,8.07e-05,0.00043255,3000,0.0001815,0.1,0.1,-60,0.1,0.1,1e+05,0.1,0.1,-75,0.1,0.25,0.25,0.25,1.5e-05,-6.8749e-07,4.0765e-05,-2.9353e-05,6.9741e-06,4.438e-06,-4.0765e-05,2.9353e-05,-6.9741e-06,128.06,-0.00013854,-0.049971,0.017529,-26.569,-4.2798,-0.01,0.013265,-0.013631,0.0024486,1463.2,0.19,-0.19575,-0.04575,0.09575,5.0143e-05,0,0,0
2.6921e-08,0.0039492,16366,90651,9643.4,5391.9,1.5976e+05,2998.5,16067,1.4669e+05,0.058898,-0.088119,-0.085393,-0.08529,-0.084955,-0,2.628e-06,0,0.00064057,-0.0019588,0.0013116,6.8823e-09,-0.088106,0.00016934,11.828,-69.438,1.467e-06,8.0173e-06,1,0.0022769,0.020034,2.0874e-05,0.027827,0.0025004,-0.010334,-0.015804,0.0432,-0.046923,0.014652,0.0048828,0.0099992,-0.014378,-98.5,0.0010091,0.014784,0.25012,3.8068e-06,-90.643,0.01698,0.01698,69.438,-1.467e-06,-8.0173e-06,1,0.029,0.0022841,0.0049494,1.8994e-06,0.023997,0.0025,0.00096031,0.17223,0.014447,7882.2,-40878,0.010015,-0.01913,6.0979e-08,0.00099799,0.0055278,0.00058804,0.00032879,0.004301,8.0724e-05,0.00043255,3000.1,0.00018139,0.09996,0.10001,-60.017,0.096669,0.099992,1e+05,0.099989,0.1,-73.904,0.10015,0.24984,0.24996,0.25008,1.504e-05,9.5792e-08,3.9707e-05,-3.0457e-05,5.2561e-06,3.9936e-06,-3.9707e-05,3.0457e-05,-5.2561e-06,127.65,-0.00014251,-0.049969,0.017512,-19.921,-4.1304,-0.0099912,0.013764,-0.013332,0.0024475,1348.4,0.18998,-0.19562,-0.045795,0.095728,4.9545e-05,0.00080184,0,0
2.6919e-08,0.0039492,16366,90647,9643.1,5391.8,1.5978e+05,2999.7,16068,1.4671e+05,0.0589,-0.088108,-0.085396,-0.085298,-0.084945,-0,2.7702e-06,0,0.00064065,-0.0019587,0.0013111,6.8957e-09,-0.088104,0.00016957,11.824,-64.34,2.9444e-06,1.6033e-05,1,0.0022765,0.020018,2.0846e-05,0.027815,0.0025007,-0.010321,-0.015805,0.0432,-0.046939,0.014159,0.004874,0.0099984,-0.014438,-98.499,0.00101,0.014793,0.25023,3.7989e-06,-90.642,0.016959,0.016959,64.34,-2.9444e-06,-1.6033e-05,1,0.029,0.002291,0.0049484,1.8987e-06,0.023995,0.0025001,0.00095227,0.18169,0.014444,9650.8,-39916,0.01003,-0.018859,6.0981e-08,0.00099802,0.0055278,0.00058805,0.0003288,0.004301,8.0748e-05,0.00043254,3000.2,0.00018127,0.09992,0.10003,-60.029,0.093452,0.099984,1e+05,0.099979,0.1,-72.897,0.1003,0.24969,0.24993,0.25015,1.5079e-05,9.3293e-09,3.9503e-05,-2.985e-05,5.5404e-06,4.113e-06,-3.9503e-05,2.985e-05,-5.5404e-06,127.87,-0.00013837,-0.049959,0.017496,-13.769,-3.986,-0.0099824,0.014248,-0.01306,0.0024464,1237.4,0.18995,-0.19548,-0.045839,0.095706,4.8954e-05,0.0016037,0,0
2.6919e-08,0.0039492,16367,90646,9643.2,5391.8,1.5978e+05,3000.6,16068,1.4671e+05,0.058899,-0.0881,-0.085396,-0.085297,-0.084938,-0,2.8228e-06,0,0.00064072,-0.0019586,0.0013108,6.9051e-09,-0.088102,0.00016974,11.821,-59.693,4.4313e-06,2.4048e-05,1,0.0022761,0.020002,2.0819e-05,0.027803,0.0025011,-0.010313,-0.015803,0.0432,-0.046948,0.013686,0.0048672,0.0099976,-0.014496,-98.499,0.0010106,0.014798,0.25035,3.7911e-06,-90.641,0.016939,0.016939,59.693,-4.4313e-06,-2.4048e-05,1,0.029,0.0022979,0.0049474,1.898e-06,0.023992,0.0025001,0.00094489,0.19031,0.014441,11383,-39035,0.010046,-0.018614,6.0981e-08,0.00099806,0.0055277,0.00058805,0.0003288,0.0043009,8.0772e-05,0.00043254,3000.3,0.00018117,0.09988,0.10004,-60.036,0.090347,0.099976,1e+05,0.099968,0.10001,-71.975,0.10046,0.24953,0.24989,0.25023,1.5118e-05,-1.3512e-10,3.9228e-05,-2.9401e-05,5.6456e-06,4.1815e-06,-3.9228e-05,2.9401e-05,-5.6456e-06,128.03,-0.00013501,-0.049943,0.01748,-8.1002,-3.8466,-0.0099736,0.014716,-0.012813,0.0024454,1131.5,0.18993,-0.19535,-0.045883,0.095683,4.837e-05,0.0024055,0,0
2.6918e-08,0.0039492,16369,90645,9643.4,5392,1.5977e+05,3004.1,16068,1.4671e+05,0.058896,-0.088069,-0.085395,-0.08529,-0.084909,-0,2.989e-06,0,0.00064101,-0.0019581,0.0013097,6.9414e-09,-0.088098,0.00017041,11.81,-44.234,1.0667e-05,5.7306e-05,1,0.0022747,0.019936,2.0705e-05,0.027757,0.0025025,-0.01032,-0.015778,0.0432,-0.04694,0.011889,0.0048536,0.0099943,-0.014723,-98.497,0.0010103,0.014796,0.25083,3.7599e-06,-90.637,0.016854,0.016854,44.234,-1.0667e-05,-5.7306e-05,1,0.029,0.0023266,0.0049434,1.8952e-06,0.023983,0.0025004,0.00092001,0.21859,0.014428,17955,-36077,0.010109,-0.017822,6.0982e-08,0.00099818,0.0055277,0.00058807,0.00032881,0.0043008,8.0867e-05,0.00043252,3000.7,0.00018074,0.099714,0.1001,-60.03,0.078475,0.099943,1e+05,0.099927,0.10001,-68.877,0.10109,0.24888,0.24974,0.25055,1.5275e-05,-1.0783e-09,3.8083e-05,-2.7673e-05,5.9779e-06,4.4316e-06,-3.8083e-05,2.7673e-05,-5.9779e-06,128.62,-0.000122,-0.049816,0.017413,11.31,-3.3129,-0.009937,0.016515,-0.01201,0.0024411,746.64,0.18983,-0.19479,-0.046067,0.095591,4.6015e-05,0.0057341,0,0
2.6918e-08,0.0039491,16371,90643,9643.8,5392.3,1.5977e+05,3007.5,16067,1.4671e+05,0.058892,-0.08804,-0.085394,-0.085283,-0.084883,-0,3.1388e-06,0,0.00064129,-0.0019577,0.0013086,6.9753e-09,-0.088094,0.00017104,11.799,-34.287,1.6976e-05,9.0543e-05,1,0.0022732,0.019871,2.0592e-05,0.027717,0.002504,-0.010384,-0.015725,0.0432,-0.046861,0.010352,0.0048612,0.009991,-0.014926,-98.495,0.0010061,0.014756,0.25132,3.7306e-06,-90.634,0.016771,0.016771,34.287,-1.6976e-05,-9.0543e-05,1,0.029,0.0023555,0.0049395,1.8925e-06,0.023973,0.0025006,0.00090334,0.23634,0.014416,22878,-34121,0.010172,-0.017364,6.0982e-08,0.00099831,0.0055276,0.00058809,0.00032883,0.0043007,8.0956e-05,0.0004325,3001.2,0.00018035,0.099548,0.10016,-59.971,0.068208,0.09991,1e+05,0.099888,0.10002,-66.829,0.10172,0.24823,0.24958,0.25087,1.5424e-05,7.7818e-10,3.6994e-05,-2.6051e-05,6.2777e-06,4.6647e-06,-3.6994e-05,2.6051e-05,-6.2777e-06,129.14,-0.00010994,-0.049607,0.017346,24.756,-2.8506,-0.0099004,0.018092,-0.011533,0.0024371,470.05,0.18974,-0.19424,-0.046249,0.095498,4.3776e-05,0.0090627,0,0
2.6918e-08,0.0039491,16373,90641,9644.1,5392.5,1.5977e+05,3010.6,16066,1.4671e+05,0.058888,-0.088012,-0.085393,-0.085275,-0.084857,-0,3.2791e-06,0,0.00064155,-0.0019573,0.0013076,7.0073e-09,-0.08809,0.00017163,11.789,-28.327,2.3306e-05,0.00012376,1,0.0022717,0.019806,2.0479e-05,0.02768,0.0025054,-0.010489,-0.015653,0.0432,-0.046732,0.0090352,0.004884,0.0099877,-0.015108,-98.493,0.00099917,0.01469,0.2518,3.7031e-06,-90.63,0.016688,0.016688,28.327,-2.3306e-05,-0.00012376,1,0.029,0.0023845,0.0049358,1.8899e-06,0.023964,0.0025008,0.00089259,0.24698,0.014404,26181,-32891,0.010235,-0.017152,6.0982e-08,0.00099843,0.0055275,0.00058811,0.00032885,0.0043006,8.104e-05,0.00043248,3001.6,0.00018001,0.099384,0.10022,-59.875,0.059365,0.099877,1e+05,0.09985,0.10003,-65.54,0.10235,0.24759,0.24943,0.25118,1.5566e-05,9.3649e-11,3.5962e-05,-2.4519e-05,6.5583e-06,4.8849e-06,-3.5962e-05,2.4519e-05,-6.5583e-06,129.6,-9.8737e-05,-0.04934,0.01728,33.821,-2.4516,-0.0098639,0.019475,-0.011295,0.0024331,288.38,0.18964,-0.19368,-0.046431,0.095404,4.1647e-05,0.012391,0,0
2.6918e-08,0.0039491,16374,90639,9644.4,5392.7,1.5976e+05,3013.6,16066,1.4671e+05,0.058885,-0.087986,-0.085392,-0.085268,-0.084834,-0,3.4069e-06,0,0.00064179,-0.001957,0.0013067,7.0373e-09,-0.088086,0.00017219,11.78,-25.002,2.9616e-05,0.00015695,1,0.0022702,0.019741,2.0368e-05,0.027646,0.0025068,-0.010625,-0.015568,0.0432,-0.046569,0.007906,0.0049175,0.0099844,-0.015274,-98.491,0.00099037,0.014606,0.25228,3.6772e-06,-90.626,0.016605,0.016605,25.002,-2.9616e-05,-0.00015695,1,0.029,0.0024137,0.0049321,1.8874e-06,0.023955,0.002501,0.00088574,0.25327,0.014392,28269,-32139,0.010298,-0.017103,6.0982e-08,0.00099855,0.0055274,0.00058814,0.00032886,0.0043005,8.112e-05,0.00043246,3002,0.00017969,0.09922,0.10027,-59.753,0.051761,0.099844,1e+05,0.099812,0.10004,-64.753,0.10298,0.24694,0.24927,0.2515,1.5702e-05,6.6288e-11,3.4983e-05,-2.3078e-05,6.8138e-06,5.0909e-06,-3.4983e-05,2.3078e-05,-6.8138e-06,130.01,-8.8374e-05,-0.049031,0.017214,39.909,-2.1079,-0.0098275,0.020688,-0.011218,0.0024293,174.99,0.18954,-0.19313,-0.046611,0.095311,3.9624e-05,0.01572,0,0
2.6917e-08,0.0039491,16377,90637,9644.9,5393.1,1.5976e+05,3017.8,16065,1.4671e+05,0.05888,-0.087949,-0.08539,-0.085257,-0.0848,-0,3.5801e-06,0,0.00064214,-0.0019564,0.0013053,7.0796e-09,-0.088079,0.00017299,11.767,-23.017,3.9114e-05,0.00020736,1,0.002268,0.019644,2.0201e-05,0.027598,0.002509,-0.010872,-0.015422,0.0432,-0.046277,0.0064898,0.0049825,0.0099795,-0.0155,-98.488,0.00097478,0.014456,0.25301,3.6409e-06,-90.62,0.016482,0.016482,23.017,-3.9114e-05,-0.00020736,1,0.029,0.0024583,0.0049266,1.8835e-06,0.023941,0.0025013,0.00087982,0.25806,0.014374,29934,-31551,0.010394,-0.017218,6.0983e-08,0.00099872,0.0055273,0.00058817,0.00032889,0.0043003,8.1231e-05,0.00043242,3002.7,0.00017928,0.098973,0.10036,-59.535,0.04222,0.099795,1e+05,0.099756,0.10005,-64.138,0.10394,0.24597,0.24904,0.25198,1.5895e-05,7.7315e-11,3.3589e-05,-2.1049e-05,7.1602e-06,5.3793e-06,-3.3589e-05,2.1049e-05,-7.1602e-06,130.55,-7.4098e-05,-0.048506,0.017115,45.533,-1.6757,-0.0097721,0.022254,-0.011284,0.0024234,85.694,0.1894,-0.1923,-0.046882,0.095167,3.6739e-05,0.02078,0,0
2.6917e-08,0.0039491,16380,90635,9645.5,5393.6,1.5975e+05,3021.6,16064,1.4671e+05,0.058875,-0.087916,-0.085389,-0.085245,-0.08477,-0,3.7301e-06,0,0.00064246,-0.001956,0.0013041,7.118e-09,-0.088073,0.00017371,11.755,-22.777,4.8445e-05,0.00025773,1,0.0022658,0.019548,2.0037e-05,0.027553,0.0025112,-0.01115,-0.015264,0.0432,-0.045954,0.0053643,0.0050581,0.0099745,-0.015701,-98.485,0.00095783,0.014291,0.25374,3.6078e-06,-90.615,0.01636,0.01636,22.777,-4.8445e-05,-0.00025773,1,0.029,0.0025034,0.0049209,1.8797e-06,0.023928,0.0025016,0.00087643,0.26027,0.014356,30724,-31276,0.01049,-0.017433,6.0983e-08,0.00099889,0.0055272,0.00058821,0.00032892,0.0043001,8.1333e-05,0.00043238,3003.3,0.00017894,0.098729,0.10045,-59.294,0.034656,0.099745,1e+05,0.099698,0.10006,-63.849,0.1049,0.245,0.2488,0.25246,1.6074e-05,8.4127e-11,3.23e-05,-1.9199e-05,7.4603e-06,5.6404e-06,-3.23e-05,1.9199e-05,-7.4603e-06,131.01,-6.144e-05,-0.04794,0.017017,48.861,-1.3319,-0.0097168,0.023544,-0.011447,0.0024175,44.158,0.18925,-0.19147,-0.04715,0.095023,3.4068e-05,0.025839,0,0
